run,missingness,method,ari,nmi,acc
1,6,knn,0.6423347940964678,0.737808234186398,0.7455166666666667
1,8,knn,0.7349636923979753,0.7989817146998222,0.79505
1,10,knn,0.7073725012805521,0.7596340745531192,0.8138833333333333
1,12,knn,0.6120334664758533,0.6904642181247979,0.73415
1,14,knn,0.7191604577873104,0.7767666895090517,0.8177666666666666
1,16,knn,0.6139959466349694,0.6887905967883776,0.7474666666666666
1,18,knn,0.629864066776591,0.6961622468913076,0.75365
1,20,knn,0.24655521909441822,0.37770205398218076,0.4546
1,22,knn,0.5168373180391759,0.5946043232254629,0.66585
1,24,knn,0.18172530793945763,0.31348896876006577,0.36551666666666666
2,0,knn,0.722214684343557,0.7892504176716231,0.7870666666666667
2,2,knn,0.7589586985617293,0.8152822160017114,0.8058666666666666
2,4,knn,0.7484744627184474,0.8015613601116502,0.8036
2,6,knn,0.6906014560490842,0.7665004839771076,0.7718333333333334
2,8,knn,0.7019143154297925,0.7695523096168865,0.7813833333333333
2,10,knn,0.6745261837380643,0.7409156703282388,0.7770166666666667
2,12,knn,0.6919553297345447,0.7621137446085419,0.77755
2,14,knn,0.6974904378730865,0.7473340713154601,0.7867
2,16,knn,0.648098230956665,0.7269664179906633,0.7444166666666666
2,18,knn,0.568111876044759,0.6375818066520413,0.69005
2,20,knn,0.6071300043611988,0.6739188617513368,0.74155
2,22,knn,0.3703735996395153,0.5081128111475398,0.5279333333333334
2,24,knn,0.09986127092184266,0.17687788742483246,0.27481666666666665
3,0,knn,0.7462019388802806,0.8051080603016062,0.8003666666666667
3,2,knn,0.750666017967718,0.8059968410842387,0.80375
3,4,knn,0.7240844557927056,0.7861053878174741,0.79855
3,6,knn,0.7532722778124122,0.8148582637118301,0.8080833333333334
3,8,knn,0.7622259900773888,0.8235677636035956,0.80955
3,10,knn,0.6651427450716517,0.7473099151651766,0.7564166666666666
3,12,knn,0.6243417838000476,0.7242266547989195,0.7387666666666667
3,14,knn,0.7036112267013805,0.759457391793691,0.78585
3,16,knn,0.46337381430771074,0.5815758564874993,0.6209
3,18,knn,0.6489999809991792,0.7297674867192612,0.7423833333333333
3,20,knn,0.5650666012767547,0.6601005205121999,0.6918
3,22,knn,0.3251172432202,0.47020952671894595,0.4614333333333333
3,24,knn,0.3131435098808227,0.4269685525776263,0.4839
4,0,knn,0.7506441670135111,0.7965497744169353,0.8389166666666666
4,2,knn,0.7343514547650812,0.8053958084114557,0.8008333333333333
4,4,knn,0.7871836168397746,0.8199166877150285,0.8595666666666667
4,6,knn,0.7412214648946088,0.8031977153990033,0.79815
4,8,knn,0.669430915778325,0.7552243336001659,0.7576833333333334
4,10,knn,0.6446126112133886,0.7376415045548292,0.7409666666666667
4,12,knn,0.6999797601301652,0.7595501532391761,0.8032
4,14,knn,0.5473836643867566,0.652427463475069,0.6946833333333333
4,16,knn,0.5342191114030719,0.6172723424163983,0.6557333333333333
4,18,knn,0.543939295884514,0.6276626556571917,0.6713666666666667
4,20,knn,0.534182239693642,0.6250693029101253,0.6706166666666666
4,22,knn,0.5370335983532203,0.6313377753335958,0.6881333333333334
4,24,knn,0.21143854100465725,0.32861893686853155,0.38848333333333335
5,0,knn,0.7674177535422763,0.8298424259011541,0.8183833333333334
5,2,knn,0.6958581247135949,0.7680615048346012,0.7818666666666667
5,4,knn,0.7335098373652175,0.7953733032774893,0.80655
5,6,knn,0.6876217003609746,0.7539146948685232,0.7805
5,8,knn,0.6834859270837789,0.7642376380924324,0.7750166666666667
5,10,knn,0.7369206937618317,0.7920841396385356,0.8050666666666667
5,12,knn,0.6096331159675027,0.7050469757496616,0.71565
5,14,knn,0.6092137352861056,0.6939979866450339,0.7236833333333333
5,16,knn,0.6419213489090126,0.7162134635087936,0.74925
5,18,knn,0.43291697755838887,0.552321483506715,0.5954833333333334
5,20,knn,0.42133850000143824,0.554727274755248,0.5478833333333334
5,22,knn,0.5507686031546067,0.6424242952646843,0.6785166666666667
5,24,knn,0.2353732447819988,0.37124671354610794,0.42955
6,0,knn,0.7489212089898639,0.8086248946568746,0.8069833333333334
6,2,knn,0.7437772508618423,0.80854644054736,0.7952166666666667
6,4,knn,0.7054956606067716,0.7721320061104404,0.78745
6,6,knn,0.8364279496489078,0.8476986442987825,0.919
6,8,knn,0.7300409846668732,0.7952255313343347,0.79105
6,10,knn,0.6520473867332341,0.7381690524625828,0.7512666666666666
6,12,knn,0.7017665732504581,0.7723127392540832,0.7862
6,14,knn,0.6813937385160445,0.7600396947244771,0.7637
6,16,knn,0.6029582388834612,0.6912310278897734,0.7157833333333333
6,18,knn,0.4736821443980298,0.5625458490213205,0.6286
6,20,knn,0.43552028292531314,0.5195267102087028,0.5983166666666667
6,22,knn,0.37609513858614574,0.50097797471116,0.5402833333333333
6,24,knn,0.3940796095525097,0.496396905100694,0.5758166666666666
7,0,knn,0.7560834132848948,0.8062228678388021,0.8152
7,2,knn,0.7621342656363778,0.8143746332048233,0.8170333333333333
7,4,knn,0.7074863708317093,0.7805433051493198,0.78245
7,6,knn,0.7034649426763033,0.7831545661579102,0.7803166666666667
7,8,knn,0.7428490867548059,0.7861596569714547,0.84635
7,10,knn,0.6739086111619906,0.7439360166486956,0.78795
7,12,knn,0.7570489441199535,0.8145628236860871,0.8008666666666666
7,14,knn,0.7516996312379502,0.8070215701500459,0.8021333333333334
7,16,knn,0.7167345990683106,0.7598674444455654,0.7930333333333334
7,18,knn,0.5441133867424405,0.6487754688065244,0.6799666666666667
7,20,knn,0.37220939949434223,0.5275703565575506,0.49565
7,22,knn,0.5004836153850124,0.562289425728463,0.6815833333333333
7,24,knn,0.3151596437363598,0.4029276349964507,0.4714333333333333
8,0,knn,0.7385069528746929,0.8048337620483019,0.7937
8,2,knn,0.7581720592789024,0.8218240922738336,0.7971
8,4,knn,0.7420848443105437,0.8021060379929068,0.7980666666666667
8,6,knn,0.7318677106975475,0.789768777826442,0.7990666666666667
8,8,knn,0.6516227204978458,0.7295740997843386,0.75985
8,10,knn,0.756670485581367,0.7995856951741521,0.8124833333333333
8,12,knn,0.6586560890133789,0.7082594026491722,0.76745
8,14,knn,0.5919564845185517,0.6741389762568204,0.7260333333333333
8,16,knn,0.5317600260106013,0.6222213674575108,0.6578
8,18,knn,0.5715120114156468,0.663315067671667,0.7041333333333334
8,20,knn,0.5111533082436717,0.6262947457088852,0.6284666666666666
8,22,knn,0.2047032425265893,0.3384741022761864,0.38475
8,24,knn,0.3617832371506701,0.4583533205362832,0.5416
9,0,knn,0.7894067229989732,0.8224905378206676,0.8579333333333333
9,2,knn,0.686575724749994,0.7631250769158437,0.7789666666666667
9,4,knn,0.6623032767866823,0.7575029161546324,0.7612833333333333
9,6,knn,0.7491248672761737,0.8037564482737485,0.8017166666666666
9,8,knn,0.7118145947798463,0.7792780244115355,0.7819333333333334
9,10,knn,0.7303524781676163,0.7863286237145953,0.8038666666666666
9,12,knn,0.6414232704943832,0.7170725709427402,0.7548
9,14,knn,0.7197372260108784,0.7686377402396951,0.7962166666666667
9,16,knn,0.6280564397661648,0.7163643121097657,0.7407166666666667
9,18,knn,0.713252685802736,0.781091045689408,0.7698833333333334
9,20,knn,0.37754775973803056,0.4920201616135454,0.5323166666666667
9,22,knn,0.3928669048777808,0.47760793092692594,0.5686166666666667
9,24,knn,0.32372434565420527,0.4008648438765918,0.5220666666666667
0,0,dae,0.7224390317314915,0.7963677884280572,0.7945833333333333
0,2,dae,0.7474534740089911,0.8093031132073535,0.7977166666666666
0,4,dae,0.7128023412254338,0.7813978991641095,0.7837
0,6,dae,0.6471287672731031,0.7452884147751894,0.7527
0,8,dae,0.6308833148792237,0.7325345374361815,0.71195
0,10,dae,0.6717391831346314,0.7349098730353046,0.7755166666666666
0,12,dae,0.46512174805650924,0.6275317763215906,0.5587666666666666
0,14,dae,0.556515442161186,0.6955747837808869,0.6671333333333334
0,16,dae,0.557782280323704,0.676172600542746,0.6421
0,18,dae,0.3902062242283071,0.5676293379663193,0.4713833333333333
0,20,dae,0.47791208776039734,0.6368369598394255,0.5925666666666667
0,22,dae,0.3974118232278511,0.5763124861859007,0.49983333333333335
0,24,dae,0.4110836159228585,0.5959580499243478,0.5192333333333333
1,0,dae,0.7139685421436823,0.7869674682310547,0.7882166666666667
1,2,dae,0.7162149494281534,0.7938678113535312,0.7808166666666667
1,4,dae,0.6940222996266134,0.7757616705116236,0.7676166666666666
1,6,dae,0.6700544217726268,0.7575520752256706,0.7634333333333333
1,8,dae,0.6497977749831203,0.7455411003135208,0.7499333333333333
1,10,dae,0.5549963787199543,0.6797904592626687,0.6438666666666667
1,12,dae,0.5774728119428194,0.6828198436682346,0.6818
1,14,dae,0.48470887442865285,0.6283617294486664,0.6024
1,16,dae,0.4973302692519283,0.6500934021590997,0.5853666666666667
1,18,dae,0.47387151478585104,0.6237181200087077,0.5991833333333333
1,20,dae,0.4611003703186284,0.6355213869326439,0.5529
1,22,dae,0.47014148442016906,0.6335852815307838,0.5725166666666667
1,24,dae,0.3995416154455257,0.5789499147259844,0.50915
2,0,dae,0.7272229901362998,0.7970973062375185,0.78965
2,2,dae,0.7335599215611565,0.7926905741886758,0.8252666666666667
2,4,dae,0.6768235049428817,0.7626145168795251,0.7695166666666666
2,6,dae,0.6165566426427729,0.7213186330785738,0.7074
2,8,dae,0.6167445562031573,0.7190826899081795,0.69545
2,10,dae,0.624072132408217,0.7276231860660106,0.7310666666666666
2,12,dae,0.5941247688886131,0.7250098437071211,0.7123333333333334
2,14,dae,0.5115709315576434,0.6586433971299654,0.6325333333333333
2,16,dae,0.5495636895823021,0.6828179348659036,0.66485
2,18,dae,0.5479584688002398,0.6928226956278531,0.65375
2,20,dae,0.4526772515593374,0.6214919467810245,0.55545
2,22,dae,0.4496283477116848,0.618848009892153,0.5638166666666666
2,24,dae,0.4468114413536196,0.6116800632167257,0.5668666666666666
3,0,dae,0.7419878119486162,0.8117258408308117,0.7957833333333333
3,2,dae,0.7284321992421564,0.8092779242545363,0.7844333333333333
3,4,dae,0.6852965973309594,0.7727587785803256,0.7740166666666667
3,6,dae,0.6799178563676833,0.7627713768836301,0.7700166666666667
3,8,dae,0.5906723586741187,0.7205431207246882,0.7017166666666667
3,10,dae,0.5696600136242812,0.7100789171749597,0.6927833333333333
3,12,dae,0.5014658347027101,0.6525236370340859,0.62415
3,14,dae,0.5083149112226615,0.6645689779083574,0.6337
3,16,dae,0.4487919792033943,0.6240647967188977,0.5524166666666667
3,18,dae,0.41901640483627217,0.6002538476907638,0.5436833333333333
3,20,dae,0.48717269435685445,0.6417367805714805,0.6116166666666667
3,22,dae,0.431159806427907,0.6124734122989264,0.5416
3,24,dae,0.4174005031076701,0.6136814089437219,0.5010666666666667
4,0,dae,0.7547803529061289,0.8156808085608747,0.8041
4,2,dae,0.6983127621575719,0.7808722679605342,0.7788666666666667
4,4,dae,0.5884483954696023,0.707418853050419,0.70555
4,6,dae,0.6468513488143038,0.742435202314494,0.7484666666666666
4,8,dae,0.6183565202700478,0.722172410512053,0.73485
4,10,dae,0.5680471931190294,0.7078830984308284,0.6898166666666666
4,12,dae,0.5609532819203934,0.6988294820575728,0.6695666666666666
4,14,dae,0.4843996301709156,0.6346178124728118,0.5901666666666666
4,16,dae,0.4970013064194845,0.6506645093053873,0.6277166666666667
4,18,dae,0.4719242203308608,0.6449445654904742,0.57125
4,20,dae,0.48820813738979396,0.6487079322568763,0.5985166666666667
4,22,dae,0.4266712756741987,0.6113162827981631,0.5130833333333333
4,24,dae,0.3948530134430707,0.5745387939037152,0.4903
5,0,dae,0.7384288127212725,0.8074276624924162,0.79505
5,2,dae,0.6902258579745174,0.7757319166306664,0.7765833333333333
5,4,dae,0.6481642489354246,0.7434588797168,0.7448333333333333
5,6,dae,0.5773270868275298,0.6734813891747691,0.6871
5,8,dae,0.6479891036111586,0.7417750677646814,0.7167
5,10,dae,0.6862589592605837,0.7804946436966859,0.7626166666666667
5,12,dae,0.6023107553211504,0.7228239167429688,0.6971166666666667
5,14,dae,0.4643359914114825,0.6292178840277588,0.56435
5,16,dae,0.48294660407921286,0.6286940712989766,0.6094833333333334
5,18,dae,0.49850601872900485,0.6533112255785468,0.5909833333333333
5,20,dae,0.46150211149249004,0.6286046439650858,0.5822
5,22,dae,0.47958979672555996,0.6550492323409638,0.5657666666666666
5,24,dae,0.41197256319869113,0.5961692689887259,0.5190833333333333
6,0,dae,0.7179778903071301,0.7835971421868976,0.7869
6,2,dae,0.7083583493187153,0.7860599929904197,0.77465
6,4,dae,0.7111679670178276,0.7914752861125783,0.7754
6,6,dae,0.6846352358164987,0.7678273679714792,0.7589
6,8,dae,0.6064402426058958,0.7254048487616225,0.7214333333333334
6,10,dae,0.6000915062613064,0.7158936559921789,0.7063666666666667
6,12,dae,0.5795577192591409,0.7085139682087332,0.6943333333333334
6,14,dae,0.5814635817289397,0.683188224357262,0.6826833333333333
6,16,dae,0.574266063954339,0.6825817817531409,0.6954
6,18,dae,0.4640351647785833,0.6386320716624316,0.5810666666666666
6,20,dae,0.43705914422038833,0.6027820357561016,0.5508333333333333
6,22,dae,0.4746965196727023,0.6507315060501484,0.5917666666666667
6,24,dae,0.39004407500189336,0.5793634360208832,0.49373333333333336
7,0,dae,0.7601235372009283,0.8214550319370595,0.81045
7,2,dae,0.7265197577755687,0.7987644396668784,0.7878
7,4,dae,0.6747787446353007,0.7564629354412488,0.76355
7,6,dae,0.624967697365873,0.7272456086870384,0.7281833333333333
7,8,dae,0.5466940374855364,0.6580057521653571,0.6586
7,10,dae,0.5989627367227145,0.6982768389408016,0.7091833333333334
7,12,dae,0.5732426675752215,0.6976371457825203,0.6428666666666667
7,14,dae,0.5448901699223528,0.6906124377224508,0.6700666666666667
7,16,dae,0.48979445601473437,0.6376220231436922,0.6272
7,18,dae,0.5166970743134544,0.6657937098176168,0.62755
7,20,dae,0.45100417104306084,0.6204497984007199,0.5508833333333333
7,22,dae,0.4201268416812704,0.6012177878706096,0.5414666666666667
7,24,dae,0.4712757211332977,0.6289585534903281,0.5957833333333333
8,0,dae,0.6735364811864861,0.7520812319752543,0.76325
8,2,dae,0.6738936453701423,0.7686615915194983,0.7655
8,4,dae,0.6610245092311233,0.7531456202356632,0.7500333333333333
8,6,dae,0.6193750153635289,0.7147631554928437,0.71095
8,8,dae,0.6713792667307673,0.7574446071310897,0.7571333333333333
8,10,dae,0.6443139264380529,0.7354189173905916,0.75015
8,12,dae,0.6047559464906164,0.7251632675088996,0.7179833333333333
8,14,dae,0.4715892843174172,0.6348849737781845,0.5697166666666666
8,16,dae,0.43570647976917104,0.6066745678082741,0.5485166666666667
8,18,dae,0.4442129708302715,0.6143586765968458,0.5472166666666667
8,20,dae,0.4527010531441212,0.6298486860609376,0.5608666666666666
8,22,dae,0.450952025398091,0.6166674851797461,0.5712666666666667
8,24,dae,0.4965839842566735,0.6634998416754887,0.5936666666666667
9,0,dae,0.7439913657735687,0.8163651829255414,0.7982666666666667
9,2,dae,0.7214411765209887,0.8068858604900085,0.78015
9,4,dae,0.7070713014873604,0.7863918616769908,0.7713166666666667
9,6,dae,0.6725527920980023,0.7606804359663488,0.7639166666666667
9,8,dae,0.662407302128289,0.7598219074514926,0.74955
9,10,dae,0.578471042543144,0.6817856840739893,0.7157
9,12,dae,0.5882875240170733,0.7212247469884792,0.70345
9,14,dae,0.5559451143825225,0.6950620229350067,0.6812333333333334
9,16,dae,0.48008984718958414,0.6321848093184061,0.5979
9,18,dae,0.46514869395343983,0.6173906198385027,0.58555
9,20,dae,0.44356623053210514,0.6115101403778858,0.55495
9,22,dae,0.45532024471112925,0.6319410752986868,0.55325
9,24,dae,0.3196595412704742,0.5271370734991047,0.42263333333333336
